*************************** NUIT one-group neutron cross-section data ***************************
Number of isotopes with neutron data: 
	554
Number of burnup steps:
	2

BU(MWd/kgHM)
0.00000000E+00   1.00000000E+00

NucId    NucName  MT
                  103   8.60727383E-07   1.43112880E-07
                  1021  3.17359601E-02   2.80993563E-02
330730   As73     4       
                  16    1.61042824E-04   2.22222736E-05
                  102   6.14043694E+00   6.06111037E+00
                  103   3.55639664E-03   3.42073889E-03
                  107   1.93173348E-04   1.66730329E-04
330740   As74     4       
                  16    5.81489353E-04   3.50048110E-04
                  102   8.78600100E+00   8.66625442E+00
                  103   4.00853930E-01   3.94004549E-01
                  107   4.87529499E-04   4.56198633E-04
330750   As75     4       
                  16    2.64489617E-04   4.29708857E-05
                  102   2.57090165E+00   2.48157635E+00
                  103   1.36155532E-04   1.20583111E-04
                  107   9.20535287E-06   6.72033778E-06
340740   Se74     4       
                  16    5.70012066E-05   2.85636082E-06
                  102   2.51852483E+01   2.26637852E+01
                  103   5.04083342E-03   4.52159266E-03
                  107   1.21093074E-03   1.09412619E-03
340750   Se75     4       
                  16    4.04342478E-04   1.77643743E-04
                  102   4.85353692E+01   5.11977926E+01
                  103   1.75273549E-02   1.81391746E-02
                  107   8.19568656E-02   8.64783727E-02
340760   Se76     5       
                  16    2.04635540E-04   3.01627262E-05
                  102   8.10291067E+00   8.67064784E+00
                  103   1.75552493E-04   1.49559923E-04
                  107   7.11621897E-05   6.31763464E-05
                  1021  2.83366737E+00   3.03221063E+00
340770   Se77     4       
                  16    1.07127743E-03   9.13753092E-04
                  102   5.73334119E+00   6.13462406E+00
                  103   2.52303097E-04   2.25930277E-04
                  107   2.01038285E-04   1.87069618E-04
340780   Se78     5       
                  16    2.73658558E-04   4.68044242E-05
                  102   2.74289005E-02   2.59487564E-02
                  103   7.86648267E-06   4.39906310E-06
                  107   5.02135280E-06   3.85436527E-06
                  1021  2.05414058E-01   1.94329312E-01
340790   Se79     4       
                  16    1.83413973E-03   1.54468215E-03
                  102   7.49105450E+00   8.12794926E+00
                  103   8.64983330E-06   6.26393486E-06
                  107   2.33064503E-05   1.95504773E-05
340800   Se80     5       
                  16    3.36788494E-04   6.03277875E-05
                  102   8.92705538E-02   9.25489240E-02
                  103   3.50959804E-06   7.74374426E-07
                  107   4.69281701E-06   1.86984171E-06
                  1021  1.63250859E-02   1.69246081E-02
340810   Se81     4       
                  16    1.41240781E-03   1.10122976E-03
                  102   7.92054048E-02   7.35448170E-02
                  103   2.31439885E-06   9.01550286E-07
                  107   1.03089376E-06   3.43534881E-07
340820   Se82     4       
                  16    3.55890267E-04   9.16501289E-05
                  102   2.21049286E-03   2.28517997E-03
                  103   4.01642386E-07   4.32370067E-08
                  1021  1.35562180E-02   1.40142492E-02
350790   Br79     5       
                  16    2.30797057E-04   3.70190531E-05
                  102   3.75727958E+00   3.80195488E+00
                  103   1.25332417E-03   1.16290198E-03
                  107   1.63821542E-05   1.30310575E-05
                  1021  1.13055648E+00   1.14399917E+00
350800   Br80     4       
                  16    6.38476180E-04   3.97239480E-04
                  102   1.65985346E+00   1.61125028E+00
                  103   2.04155567E+01   2.17887802E+01
                  107   5.08661289E-05   4.52119210E-05
350810   Br81     5       
                  16    2.93583179E-04   5.14553102E-05
                  102   1.74884189E-01   1.55181436E-01
                  103   6.64896299E-05   5.66670456E-05
