*************************** NUIT one-group neutron cross-section data ***************************
Number of isotopes with neutron data: 
	420
Number of burnup steps:
	2

BU(MWd/kgHM)
0.00000000E+00   1.00000000E+00

NucId    NucName  MT
                  107   1.28596706E-07   1.16754626E-07
                  1021  1.53420721E+00   1.62798122E+00
360780   Kr78     5       
                  16    1.71252327E-07   1.22528100E-06
                  102   2.43103745E+00   2.48273752E+00
                  103   1.04702172E-03   1.04828799E-03
                  107   3.38423506E-05   3.31884165E-05
                  1021  7.41536568E-02   7.57306582E-02
360800   Kr80     5       
                  16    1.27585870E-06   7.84057451E-06
                  102   2.91577142E+00   2.86080990E+00
                  103   4.71016593E-05   4.59188236E-05
                  107   7.16417968E-06   6.78929767E-06
                  1021  1.91886864E+00   1.88269847E+00
360820   Kr82     5       
                  16    4.44994573E-06   1.20241315E-05
                  102   2.99078121E+00   2.98732631E+00
                  103   3.36386083E-06   3.07505630E-06
                  107   8.38114038E-07   7.37977145E-07
                  1021  5.99054375E+00   5.98362357E+00
360830   Kr83     4       
                  16    1.18202515E-04   8.03508220E-05
                  102   6.24924112E+01   6.27273205E+01
                  103   4.86452722E-06   4.75261450E-06
                  107   2.29533081E-07   2.27583412E-07
360840   Kr84     4       
                  16    8.42466064E-06   1.37727096E-05
                  102   1.49764766E-02   1.44066233E-02
                  103   2.96881668E-07   2.51252269E-07
                  1021  6.64616776E-02   6.39328183E-02
360850   Kr85     3       
                  16    5.75560404E-05   4.36698726E-05
                  102   5.61740556E-01   5.62723280E-01
                  103   2.25386465E-07   2.21635678E-07
360860   Kr86     2       
                  16    1.92746749E-05   1.89204582E-05
                  102   7.50381255E-04   7.46702851E-04
370850   Rb85     5       
                  16    8.16256685E-06   1.39734510E-05
                  102   2.89512658E-01   2.77556986E-01
                  103   1.65871538E-05   1.63814726E-05
                  107   1.77213990E-07   1.61323481E-07
                  1021  3.98158121E-02   3.81715841E-02
370860   Rb86     4       
                  16    3.84515171E-05   2.85692659E-05
                  102   1.35661084E+00   1.37123178E+00
                  103   1.76496041E-05   1.74373270E-05
                  107   2.58938601E-07   2.67085146E-07
370870   Rb87     3       
                  16    2.09166866E-05   2.24057015E-05
                  102   1.01990258E-01   9.52959424E-02
                  103   2.90837885E-07   2.78627146E-07
380840   Sr84     5       
                  16    5.14904768E-07   3.67626222E-06
                  102   1.31384758E-01   1.29332030E-01
                  103   1.52998072E-04   1.51571198E-04
                  107   3.80381560E-06   3.67535810E-06
                  1021  3.87922585E-01   3.81861765E-01
380860   Sr86     5       
                  16    1.63046267E-06   9.41306638E-06
                  102   7.95181538E-02   8.38245408E-02
                  103   2.27129335E-05   2.21025476E-05
                  107   2.32142271E-07   2.23348005E-07
                  1021  3.20472560E-01   3.37828079E-01
380870   Sr87     4       
                  16    7.69775916E-05   4.68611567E-05
                  102   7.45057275E+00   7.49978986E+00
                  103   2.45866677E-05   2.45426646E-05
                  107   1.10669043E-06   1.09284285E-06
380880   Sr88     3       
                  16    2.28335775E-06   1.05888251E-05
                  102   3.52939846E-03   3.51486289E-03
                  103   2.68527808E-07   2.50684880E-07
380890   Sr89     4       
                  16    2.86336803E-04   2.49956170E-04
                  102   1.36117039E-01   1.35917875E-01
                  103   1.16992039E-07   1.27896338E-07
                  107   1.37365958E-07   1.37719180E-07
380900   Sr90     2       
                  16    1.33851875E-04   8.80594080E-05
                  102   6.70532319E-03   6.61322481E-03
390890   Y89      4       
                  16    1.68532484E-06   9.00981530E-06
                  102   4.05928231E-01   4.05712282E-01
                  103   1.11802127E-05   1.09579944E-05
                  107   1.04572614E-07   1.02623158E-07
390900   Y90      4       
                  16    1.37354666E-04   1.01803496E-04
                  102   1.05578157E+00   1.05230338E+00
                  103   2.37549965E-06   2.20474182E-06
                  107   9.82881860E-07   9.43854812E-07
390910   Y91      4       
                  16    1.11583615E-04   7.33499196E-05
                  102   4.86497311E-01   4.85510923E-01
                  103   3.97082815E-07   3.73356468E-07
                  107   1.24606168E-07   1.12112866E-07
400900   Zr90     4       
                  16    7.30741886E-07   5.27946930E-06
                  102   6.91280447E-03   7.33104215E-03
                  103   1.23152727E-05   1.17261820E-05
                  107   7.00443632E-07   6.32259352E-07
400910   Zr91     4       
                  16    9.41806978E-05   6.78627549E-05
                  102   5.08653379E-01   5.17329048E-01
                  103   7.09644269E-06   6.68051601E-06
                  107   6.82812073E-05   6.83949881E-05
400920   Zr92     4       
                  16    6.44474466E-05   3.99197156E-05
                  102   8.54633926E-02   8.43468806E-02
                  103   7.44321499E-07   6.70673445E-07
                  107   1.82208359E-06   1.79955283E-06
400930   Zr93     4       
                  16    1.51004709E-04   1.12822182E-04
                  102   6.60739830E-01   5.72850180E-01
                  103   1.92832478E-07   2.01475962E-07
                  107   1.41173475E-06   1.38192529E-06
400940   Zr94     3       
                  16    9.74826271E-05   6.06496236E-05
                  102   2.32191565E-02   2.21188982E-02
                  107   1.01457698E-07   1.19145314E-07
400950   Zr95     2       
                  16    2.30944058E-04   1.87919418E-04
                  102   5.31260209E-01   5.28214121E-01
400960   Zr96     2       
                  16    1.32944669E-04   8.74004091E-05
                  102   1.30997120E-01   1.23440096E-01
410930   Nb93     5       
                  16    5.81443656E-05   3.86722340E-05
                  102   1.82007349E-01   1.81396758E-01
                  103   1.07386650E-05   1.02099916E-05
                  107   5.03438654E-06   4.90621053E-06
                  1021  4.04923798E-01   4.03565377E-01
410940   Nb94     5       
                  16    1.98134269E-04   1.41405698E-04
                  102   7.06997911E+00   7.02094966E+00
                  103   1.67319706E-05   1.65090916E-05
                  107   4.27653255E-06   4.19808895E-06
                  1021  2.86919027E-01   2.84929279E-01
410950   Nb95     4       
                  16    8.48078980E-05   5.07203899E-05
                  102   3.01500762E+00   3.08032776E+00
                  103   2.18275023E-06   1.99441279E-06
                  107   8.58227265E-07   8.10725303E-07
420920   Mo92     5       
                  16    1.10591360E-07   7.95499899E-07
                  102   4.58777565E-02   4.51779343E-02
                  103   4.50395541E-04   4.50725402E-04
                  107   5.80250082E-06   5.64072479E-06
                  1021  1.01153602E-04   9.96105987E-05
420940   Mo94     4       
                  16    2.41812292E-05   2.23129053E-05
                  102   1.35732004E-01   1.36992754E-01
                  103   1.28688817E-05   1.22795744E-05
                  107   3.91447760E-05   3.91210075E-05
420950   Mo95     4       
                  16    9.89901008E-05   6.69619558E-05
                  102   6.61509980E+00   6.36473525E+00
                  103   2.14394547E-06   2.15297104E-06
                  107   1.45202390E-04   1.47307790E-04
420960   Mo96     4       
                  16    4.57067517E-05   3.27090106E-05
                  102   5.54875716E-01   5.34358556E-01
                  103   8.99966568E-07   8.06985283E-07
                  107   3.40977286E-06   3.30808350E-06
420970   Mo97     4       
                  16    1.61580112E-04   1.20071665E-04
                  102   1.03618108E+00   1.05788478E+00
                  103   5.85308863E-07   5.54124316E-07
                  107   4.04552187E-06   4.02961116E-06
420980   Mo98     3       
                  16    7.19320339E-05   4.42691976E-05
                  102   1.97637398E-01   1.78181308E-01
                  107   3.42920021E-07   3.27337427E-07
420990   Mo99     3       
                  16    7.07198996E-04   6.73323616E-04
                  102   3.38532296E+00   3.37150250E+00
                  107   2.93865134E-07   2.89948482E-07
421000   Mo100    2       
                  16    9.17277889E-05   5.51732383E-05
                  102   1.54462653E-01   1.48248134E-01
430990   Tc99     4       
                  16    4.59760075E-05   3.40527114E-05
                  102   1.29091662E+01   1.28149640E+01
                  103   7.20565849E-07   6.39622391E-07
                  107   3.81238274E-07   3.37527615E-07
440960   Ru96     4       
                  16    4.38656857E-06   9.87310428E-06
                  102   2.40500176E-01   2.44713868E-01
                  103   1.32351338E-04   1.29468209E-04
                  107   4.47326859E-04   4.49096140E-04
440980   Ru98     4       
                  16    1.21142382E-05   1.68316711E-05
                  102   2.67720323E+00   2.66448868E+00
                  103   1.84026647E-05   1.71670496E-05
                  107   2.66380293E-05   2.63231539E-05
440990   Ru99     4       
                  16    1.61046671E-04   1.05143433E-04
                  102   6.01826544E+00   5.76684009E+00
                  103   1.46015676E-05   1.42694156E-05
                  107   5.16085774E-05   5.16170496E-05
441000   Ru100    4       
                  16    3.87749909E-05   3.29458372E-05
                  102   2.00896046E+00   1.99748605E+00
                  103   6.90981880E-07   6.15217488E-07
                  107   2.76391631E-06   2.66236044E-06
441010   Ru101    4       
                  16    1.77431791E-04   1.29475572E-04
                  102   3.89274408E+00   4.12025139E+00
                  103   8.93625445E-07   8.39172513E-07
                  107   1.01878501E-06   9.75377185E-07
441020   Ru102    3       
                  16    3.35921328E-05   2.89768512E-05
                  102   5.02589796E-01   5.09047804E-01
                  107   8.05537101E-07   7.85053375E-07
441030   Ru103    4       
                  16    3.22707784E-04   2.61150460E-04
                  102   1.34853332E+00   1.40451772E+00
                  103   4.20964422E-07   3.73485875E-07
                  107   4.43058144E-07   3.93668529E-07
441040   Ru104    2       
                  16    6.67690715E-05   4.43407961E-05
                  102   2.77855959E-01   3.07353520E-01
441050   Ru105    4       
                  16    4.16818940E-04   3.72092188E-04
                  102   2.57578378E-01   2.59509169E-01
                  103   2.81805130E-07   2.62684337E-07
                  107   1.29987265E-07   1.26590910E-07
441060   Ru106    2       
                  16    1.19810151E-04   6.85990839E-05
                  102   8.67148234E-02   8.90775857E-02
451030   Rh103    4       
                  16    3.65295127E-05   2.97987904E-05
                  102   7.52677569E+01   7.47573678E+01
                  103   5.47481673E-06   5.24016159E-06
                  107   4.35421949E-07   4.09140226E-07
451050   Rh105    4       
                  16    4.13069764E-05   3.18609193E-05
                  102   5.02437878E+03   5.02047579E+03
                  103   7.49899942E-07   6.69751268E-07
                  107   1.09238912E-07   1.04664189E-07
461020   Pd102    4       
                  16    6.96421390E-06   1.26047979E-05
                  102   8.81666949E-01   9.08754708E-01
                  103   2.15113995E-04   2.05757287E-04
                  107   1.37980692E-04   1.37767810E-04
461040   Pd104    4       
                  16    1.80088601E-05   2.20526791E-05
                  102   6.61717424E-01   6.43181891E-01
                  103   5.88194558E-06   5.64991517E-06
                  107   8.94074069E-06   8.87032250E-06
461050   Pd105    4       
                  16    1.23868797E-04   8.53058873E-05
                  102   8.36615845E+00   8.28946514E+00
